Entity,Code,Day,People fully vaccinated (cumulative)
Afghanistan,AFG,2021/5/11,55624
Afghanistan,AFG,2021/5/20,77560
Afghanistan,AFG,2021/5/24,96910
Afghanistan,AFG,2021/5/26,111082
Afghanistan,AFG,2021/5/27,113739
Afghanistan,AFG,2021/5/30,119926
Afghanistan,AFG,2021/6/2,144600
Afghanistan,AFG,2021/6/3,148505
Afghanistan,AFG,2021/6/8,158343
Afghanistan,AFG,2021/6/14,177266
Afghanistan,AFG,2021/6/22,183762
Afghanistan,AFG,2021/6/27,186260
Afghanistan,AFG,2021/6/30,187654
Afghanistan,AFG,2021/7/5,189322
Afghanistan,AFG,2021/7/7,199250
Afghanistan,AFG,2021/7/11,219159
Afghanistan,AFG,2021/8/20,430744
Afghanistan,AFG,2021/11/14,3188609
Afghanistan,AFG,2021/12/27,3753224
Afghanistan,AFG,2022/1/9,3809353
Afghanistan,AFG,2022/1/11,3814837
Afghanistan,AFG,2022/1/13,3823786
Afghanistan,AFG,2022/1/17,3832821
Afghanistan,AFG,2022/1/19,3836731
Afghanistan,AFG,2022/1/24,3851307
Afghanistan,AFG,2022/1/26,3866279
Afghanistan,AFG,2022/1/27,3868832
Afghanistan,AFG,2022/1/31,3892831
Afghanistan,AFG,2022/2/2,3912336
Afghanistan,AFG,2022/2/7,3959887
Afghanistan,AFG,2022/2/14,4043580
Afghanistan,AFG,2022/2/20,4125717
Afghanistan,AFG,2022/2/27,4231984
Afghanistan,AFG,2022/3/6,4281934
Afghanistan,AFG,2022/3/17,4402868
Afghanistan,AFG,2022/3/22,4420127
Afghanistan,AFG,2022/4/4,4532577
Afghanistan,AFG,2022/4/14,4595506
Afghanistan,AFG,2022/4/18,4603187
Afghanistan,AFG,2022/4/26,4636946
Afghanistan,AFG,2022/4/27,4637327
Afghanistan,AFG,2022/5/5,4668999
Afghanistan,AFG,2022/5/8,4670950
Afghanistan,AFG,2022/5/10,4676224
Afghanistan,AFG,2022/5/15,4710456
Afghanistan,AFG,2022/5/23,4758426
Afghanistan,AFG,2022/6/1,4807917
Afghanistan,AFG,2022/6/15,4923085
Afghanistan,AFG,2022/6/21,4979930
Afghanistan,AFG,2022/6/30,5064430
Afghanistan,AFG,2022/7/10,5105618
Afghanistan,AFG,2022/7/17,5309804
Afghanistan,AFG,2022/7/19,6422705
Afghanistan,AFG,2022/7/27,6571487
Afghanistan,AFG,2022/8/7,8272846
Afghanistan,AFG,2022/8/15,9613976
Afghanistan,AFG,2022/8/22,9771963
Afghanistan,AFG,2022/8/31,9939590
Afghanistan,AFG,2022/9/4,9963368
Afghanistan,AFG,2022/9/11,10096068
Afghanistan,AFG,2022/9/12,10105500
Afghanistan,AFG,2022/9/19,10187788
Afghanistan,AFG,2022/9/26,10233282
Afghanistan,AFG,2022/9/28,10245183
Afghanistan,AFG,2022/10/4,10278516
Afghanistan,AFG,2022/10/11,10303193
Afghanistan,AFG,2022/10/16,10328057
Afghanistan,AFG,2022/10/24,10386823
Afghanistan,AFG,2022/11/1,10427132
Afghanistan,AFG,2022/11/2,10458947
Afghanistan,AFG,2022/11/8,10489783
Afghanistan,AFG,2022/11/15,10517707
Afghanistan,AFG,2022/11/16,10531675
Afghanistan,AFG,2022/11/27,10587076
Afghanistan,AFG,2022/12/5,10615628
Afghanistan,AFG,2022/12/22,10754839
Afghanistan,AFG,2023/1/6,10825004
Afghanistan,AFG,2023/1/16,10894509
Afghanistan,AFG,2023/1/22,10956289
Afghanistan,AFG,2023/1/29,10967235
Afghanistan,AFG,2023/2/12,11043751
Afghanistan,AFG,2023/2/14,11062636
Afghanistan,AFG,2023/2/19,11661485
Afghanistan,AFG,2023/2/23,11885116
Afghanistan,AFG,2023/2/26,12476994
Afghanistan,AFG,2023/2/28,12723156
Afghanistan,AFG,2023/3/5,13337097
Afghanistan,AFG,2023/3/12,13542327
Afghanistan,AFG,2023/3/14,13544321
Afghanistan,AFG,2023/3/19,13723342
Afghanistan,AFG,2023/3/21,13730545
Afghanistan,AFG,2023/3/26,13742792
Afghanistan,AFG,2023/3/28,13743213
Afghanistan,AFG,2023/4/2,13815117
Afghanistan,AFG,2023/4/9,13846468
Afghanistan,AFG,2023/4/11,13900701
Afghanistan,AFG,2023/4/16,13928107
Afghanistan,AFG,2023/4/18,14005566
Afghanistan,AFG,2023/4/24,14018650
Afghanistan,AFG,2023/4/25,14021488
Afghanistan,AFG,2023/4/30,14064253
Afghanistan,AFG,2023/5/3,14076220
Afghanistan,AFG,2023/5/9,14109000
Afghanistan,AFG,2023/5/14,14187450
Afghanistan,AFG,2023/5/16,14233987
Afghanistan,AFG,2023/5/21,14502241
Afghanistan,AFG,2023/5/29,15168758
Afghanistan,AFG,2023/6/6,16064707
Afghanistan,AFG,2023/6/11,16271662
Afghanistan,AFG,2023/6/13,16280657
Afghanistan,AFG,2023/6/18,16443159
Afghanistan,AFG,2023/6/20,16505676
Afghanistan,AFG,2023/6/27,16556475
Afghanistan,AFG,2023/7/4,16607637
Afghanistan,AFG,2023/7/9,16611044
Afghanistan,AFG,2023/7/11,16661209
Afghanistan,AFG,2023/7/18,16676547
Afghanistan,AFG,2023/7/23,16687258
Afghanistan,AFG,2023/7/25,16743735
Afghanistan,AFG,2023/7/30,16787564
Afghanistan,AFG,2023/8/1,16833190
Afghanistan,AFG,2023/8/6,16870212
Afghanistan,AFG,2023/8/8,16885246
Afghanistan,AFG,2023/8/15,16932136
Afghanistan,AFG,2023/8/20,16990756
Afghanistan,AFG,2023/8/27,17047176
Afghanistan,AFG,2023/9/1,17148724
Afghanistan,AFG,2023/9/5,17158000
Afghanistan,AFG,2023/9/10,17235716
Afghanistan,AFG,2023/9/17,17299194
Afghanistan,AFG,2023/9/19,17370016
Afghanistan,AFG,2023/9/26,17479728
Afghanistan,AFG,2023/10/8,17515354
Afghanistan,AFG,2023/10/16,17607668
Afghanistan,AFG,2023/10/24,17744854
Afghanistan,AFG,2023/11/5,17757002
Afghanistan,AFG,2023/11/7,17836792
Afghanistan,AFG,2023/11/14,18036204
Afghanistan,AFG,2023/11/26,18115860
Afghanistan,AFG,2023/12/31,18370386
Africa,OWID_AFR,2020/12/2,19629346
Africa,OWID_AFR,2020/12/3,19629346
Africa,OWID_AFR,2020/12/4,19629346
Africa,OWID_AFR,2020/12/5,19629346
Africa,OWID_AFR,2020/12/6,19629346
Africa,OWID_AFR,2020/12/7,19629346
Africa,OWID_AFR,2020/12/8,19629346
Africa,OWID_AFR,2020/12/9,19629346
Africa,OWID_AFR,2020/12/10,19629346
Africa,OWID_AFR,2020/12/11,19629346
Africa,OWID_AFR,2020/12/12,19629346
Africa,OWID_AFR,2020/12/13,19629346
Africa,OWID_AFR,2020/12/14,19629346
Africa,OWID_AFR,2020/12/15,19629346
Africa,OWID_AFR,2020/12/16,19629346
Africa,OWID_AFR,2020/12/17,19629346
Africa,OWID_AFR,2020/12/18,19629346
Africa,OWID_AFR,2020/12/19,19629346
Africa,OWID_AFR,2020/12/20,19629346
Africa,OWID_AFR,2020/12/21,19629346
Africa,OWID_AFR,2020/12/22,19629346
Africa,OWID_AFR,2020/12/23,19629346
Africa,OWID_AFR,2020/12/24,19629346
Africa,OWID_AFR,2020/12/25,19629346
Africa,OWID_AFR,2020/12/26,19629346
Africa,OWID_AFR,2020/12/27,19629346
Africa,OWID_AFR,2020/12/28,19629346
Africa,OWID_AFR,2020/12/29,19629346
Africa,OWID_AFR,2020/12/30,19629346
Africa,OWID_AFR,2020/12/31,19629346
Africa,OWID_AFR,2021/1/1,19629346
Africa,OWID_AFR,2021/1/2,19629346
Africa,OWID_AFR,2021/1/3,19629346
Africa,OWID_AFR,2021/1/4,19629346
Africa,OWID_AFR,2021/1/5,19629346
Africa,OWID_AFR,2021/1/6,19629346
Africa,OWID_AFR,2021/1/7,19629346
Africa,OWID_AFR,2021/1/8,19629346
Africa,OWID_AFR,2021/1/9,19629346
Africa,OWID_AFR,2021/1/10,19629346
Africa,OWID_AFR,2021/1/11,19629346
Africa,OWID_AFR,2021/1/12,19629346
Africa,OWID_AFR,2021/1/13,19629346
Africa,OWID_AFR,2021/1/14,19629346
Africa,OWID_AFR,2021/1/15,19629346
Africa,OWID_AFR,2021/1/16,19629346
Africa,OWID_AFR,2021/1/17,19629346
Africa,OWID_AFR,2021/1/18,19629346
Africa,OWID_AFR,2021/1/19,19629346
Africa,OWID_AFR,2021/1/20,19629346
Africa,OWID_AFR,2021/1/21,19629346
Africa,OWID_AFR,2021/1/22,19629346
Africa,OWID_AFR,2021/1/23,19629346
Africa,OWID_AFR,2021/1/24,19629346
Africa,OWID_AFR,2021/1/25,19629346
Africa,OWID_AFR,2021/1/26,19629346
Africa,OWID_AFR,2021/1/27,19629346
Africa,OWID_AFR,2021/1/28,19629346
Africa,OWID_AFR,2021/1/29,19629346
Africa,OWID_AFR,2021/1/30,19629346
Africa,OWID_AFR,2021/1/31,19629346
Africa,OWID_AFR,2021/2/1,19629346
Africa,OWID_AFR,2021/2/2,19629346
Africa,OWID_AFR,2021/2/3,19629352
Africa,OWID_AFR,2021/2/4,19629878
Africa,OWID_AFR,2021/2/5,19630404
Africa,OWID_AFR,2021/2/6,19630932
Africa,OWID_AFR,2021/2/7,19632128
Africa,OWID_AFR,2021/2/8,19633326
Africa,OWID_AFR,2021/2/9,19636046
Africa,OWID_AFR,2021/2/10,19639680
Africa,OWID_AFR,2021/2/11,19643212
Africa,OWID_AFR,2021/2/12,19643370
Africa,OWID_AFR,2021/2/13,19643528
Africa,OWID_AFR,2021/2/14,19644656
Africa,OWID_AFR,2021/2/15,19645788
Africa,OWID_AFR,2021/2/16,19647522
Africa,OWID_AFR,2021/2/17,19649988
Africa,OWID_AFR,2021/2/18,19652272
Africa,OWID_AFR,2021/2/19,19657468
Africa,OWID_AFR,2021/2/20,19669968
Africa,OWID_AFR,2021/2/21,19680038
Africa,OWID_AFR,2021/2/22,19693694
Africa,OWID_AFR,2021/2/23,19711406
Africa,OWID_AFR,2021/2/24,19727048
Africa,OWID_AFR,2021/2/25,19744272
Africa,OWID_AFR,2021/2/26,19808098
Africa,OWID_AFR,2021/2/27,19877236
Africa,OWID_AFR,2021/2/28,19916338
Africa,OWID_AFR,2021/3/1,19954736
Africa,OWID_AFR,2021/3/2,20018788
Africa,OWID_AFR,2021/3/3,20093340
Africa,OWID_AFR,2021/3/4,20154160
Africa,OWID_AFR,2021/3/5,20249708
Africa,OWID_AFR,2021/3/6,20330588
Africa,OWID_AFR,2021/3/7,20367412
Africa,OWID_AFR,2021/3/8,20404238
Africa,OWID_AFR,2021/3/9,20475376
Africa,OWID_AFR,2021/3/10,20634534
Africa,OWID_AFR,2021/3/11,20761608
Africa,OWID_AFR,2021/3/12,21021790
Africa,OWID_AFR,2021/3/13,21269000
Africa,OWID_AFR,2021/3/14,21418072
Africa,OWID_AFR,2021/3/15,21567146
Africa,OWID_AFR,2021/3/16,21770286
Africa,OWID_AFR,2021/3/17,21936706
Africa,OWID_AFR,2021/3/18,22063908
Africa,OWID_AFR,2021/3/19,22188610
Africa,OWID_AFR,2021/3/20,22263320
Africa,OWID_AFR,2021/3/21,22313680
Africa,OWID_AFR,2021/3/22,22364318
Africa,OWID_AFR,2021/3/23,22445240
Africa,OWID_AFR,2021/3/24,22715254
Africa,OWID_AFR,2021/3/25,22957320
Africa,OWID_AFR,2021/3/26,23133290
Africa,OWID_AFR,2021/3/27,23237836
Africa,OWID_AFR,2021/3/28,23308182
Africa,OWID_AFR,2021/3/29,23377096
Africa,OWID_AFR,2021/3/30,23503166
Africa,OWID_AFR,2021/3/31,23627088
Africa,OWID_AFR,2021/4/1,23730936
Africa,OWID_AFR,2021/4/2,23811132
Africa,OWID_AFR,2021/4/3,23866244
Africa,OWID_AFR,2021/4/4,23899510
Africa,OWID_AFR,2021/4/5,23932952
Africa,OWID_AFR,2021/4/6,23979114
Africa,OWID_AFR,2021/4/7,24041408
Africa,OWID_AFR,2021/4/8,24089508
Africa,OWID_AFR,2021/4/9,24127512
Africa,OWID_AFR,2021/4/10,24167310
Africa,OWID_AFR,2021/4/11,24186820
Africa,OWID_AFR,2021/4/12,24195940
Africa,OWID_AFR,2021/4/13,24207882
Africa,OWID_AFR,2021/4/14,24226190
Africa,OWID_AFR,2021/4/15,24244102
Africa,OWID_AFR,2021/4/16,24263606
Africa,OWID_AFR,2021/4/17,24281822
Africa,OWID_AFR,2021/4/18,24296292
Africa,OWID_AFR,2021/4/19,24311984
Africa,OWID_AFR,2021/4/20,24330286
Africa,OWID_AFR,2021/4/21,24351130
Africa,OWID_AFR,2021/4/22,24368570
Africa,OWID_AFR,2021/4/23,24389672
Africa,OWID_AFR,2021/4/24,24410348
Africa,OWID_AFR,2021/4/25,24426550
Africa,OWID_AFR,2021/4/26,24443822
Africa,OWID_AFR,2021/4/27,24477136
Africa,OWID_AFR,2021/4/28,24518904
Africa,OWID_AFR,2021/4/29,24559874
Africa,OWID_AFR,2021/4/30,24588676
Africa,OWID_AFR,2021/5/1,24605672
Africa,OWID_AFR,2021/5/2,24637580
Africa,OWID_AFR,2021/5/3,24668980
Africa,OWID_AFR,2021/5/4,24756510
Africa,OWID_AFR,2021/5/5,24813372
Africa,OWID_AFR,2021/5/6,24861652
Africa,OWID_AFR,2021/5/7,24911574
Africa,OWID_AFR,2021/5/8,24967272
Africa,OWID_AFR,2021/5/9,25011328
Africa,OWID_AFR,2021/5/10,25051738
Africa,OWID_AFR,2021/5/11,25106974
Africa,OWID_AFR,2021/5/12,25184442
Africa,OWID_AFR,2021/5/13,25264244
Africa,OWID_AFR,2021/5/14,25339100
Africa,OWID_AFR,2021/5/15,25441766
Africa,OWID_AFR,2021/5/16,25508594
Africa,OWID_AFR,2021/5/17,25582968
Africa,OWID_AFR,2021/5/18,25679724
Africa,OWID_AFR,2021/5/19,25872522
Africa,OWID_AFR,2021/5/20,26037314
Africa,OWID_AFR,2021/5/21,26199408
Africa,OWID_AFR,2021/5/22,26293584
Africa,OWID_AFR,2021/5/23,26391844
Africa,OWID_AFR,2021/5/24,26498164
Africa,OWID_AFR,2021/5/25,26744994
Africa,OWID_AFR,2021/5/26,26961690
Africa,OWID_AFR,2021/5/27,27172360
Africa,OWID_AFR,2021/5/28,27391808
Africa,OWID_AFR,2021/5/29,27612640
Africa,OWID_AFR,2021/5/30,27833214
Africa,OWID_AFR,2021/5/31,28047986
Africa,OWID_AFR,2021/6/1,28325374
Africa,OWID_AFR,2021/6/2,28580254
Africa,OWID_AFR,2021/6/3,28829306
Africa,OWID_AFR,2021/6/4,29010964
Africa,OWID_AFR,2021/6/5,29176310
Africa,OWID_AFR,2021/6/6,29442536
Africa,OWID_AFR,2021/6/7,29705414
Africa,OWID_AFR,2021/6/8,30136766
Africa,OWID_AFR,2021/6/9,30538360
Africa,OWID_AFR,2021/6/10,30903080
Africa,OWID_AFR,2021/6/11,31238620
Africa,OWID_AFR,2021/6/12,31424814
Africa,OWID_AFR,2021/6/13,31705036
Africa,OWID_AFR,2021/6/14,31977372
Africa,OWID_AFR,2021/6/15,32303096
Africa,OWID_AFR,2021/6/16,32582334
Africa,OWID_AFR,2021/6/17,32899474
Africa,OWID_AFR,2021/6/18,33183890
Africa,OWID_AFR,2021/6/19,33359758
Africa,OWID_AFR,2021/6/20,33630340
Africa,OWID_AFR,2021/6/21,33906144
Africa,OWID_AFR,2021/6/22,34089996
Africa,OWID_AFR,2021/6/23,34276996
Africa,OWID_AFR,2021/6/24,34527616
Africa,OWID_AFR,2021/6/25,34809060
Africa,OWID_AFR,2021/6/26,35005836
Africa,OWID_AFR,2021/6/27,35213412
Africa,OWID_AFR,2021/6/28,35425004
Africa,OWID_AFR,2021/6/29,35687590
Africa,OWID_AFR,2021/6/30,35931464
Africa,OWID_AFR,2021/7/1,36115696
Africa,OWID_AFR,2021/7/2,36279184
Africa,OWID_AFR,2021/7/3,36417252
Africa,OWID_AFR,2021/7/4,36599190
Africa,OWID_AFR,2021/7/5,36768348
Africa,OWID_AFR,2021/7/6,36905216
Africa,OWID_AFR,2021/7/7,37039080
Africa,OWID_AFR,2021/7/8,37172772
Africa,OWID_AFR,2021/7/9,37452136
Africa,OWID_AFR,2021/7/10,37647930
Africa,OWID_AFR,2021/7/11,37862510
Africa,OWID_AFR,2021/7/12,38183256
Africa,OWID_AFR,2021/7/13,38476096
Africa,OWID_AFR,2021/7/14,38789310
Africa,OWID_AFR,2021/7/15,39169300
Africa,OWID_AFR,2021/7/16,39297890
Africa,OWID_AFR,2021/7/17,39424096
Africa,OWID_AFR,2021/7/18,39535440
Africa,OWID_AFR,2021/7/19,39768188
Africa,OWID_AFR,2021/7/20,39979956
Africa,OWID_AFR,2021/7/21,40268600
Africa,OWID_AFR,2021/7/22,40574520
Africa,OWID_AFR,2021/7/23,40806000
Africa,OWID_AFR,2021/7/24,40924820
Africa,OWID_AFR,2021/7/25,41056092
Africa,OWID_AFR,2021/7/26,41398840
Africa,OWID_AFR,2021/7/27,41734948
Africa,OWID_AFR,2021/7/28,42126544
Africa,OWID_AFR,2021/7/29,42528692
Africa,OWID_AFR,2021/7/30,42761700
Africa,OWID_AFR,2021/7/31,42944900
Africa,OWID_AFR,2021/8/1,43110940
Africa,OWID_AFR,2021/8/2,43399564
Africa,OWID_AFR,2021/8/3,44085308
Africa,OWID_AFR,2021/8/4,44407644
Africa,OWID_AFR,2021/8/5,44749000
Africa,OWID_AFR,2021/8/6,45135244
Africa,OWID_AFR,2021/8/7,45408916
Africa,OWID_AFR,2021/8/8,45626610
Africa,OWID_AFR,2021/8/9,46026330
Africa,OWID_AFR,2021/8/10,46308268
Africa,OWID_AFR,2021/8/11,46763224
Africa,OWID_AFR,2021/8/12,47226396
Africa,OWID_AFR,2021/8/13,47531196
Africa,OWID_AFR,2021/8/14,47774080
Africa,OWID_AFR,2021/8/15,48027820
Africa,OWID_AFR,2021/8/16,48581030
Africa,OWID_AFR,2021/8/17,49396060
Africa,OWID_AFR,2021/8/18,50216428
Africa,OWID_AFR,2021/8/19,51039532
Africa,OWID_AFR,2021/8/20,51573110
Africa,OWID_AFR,2021/8/21,52042336
Africa,OWID_AFR,2021/8/22,52461600
Africa,OWID_AFR,2021/8/23,53272720
Africa,OWID_AFR,2021/8/24,54178476
Africa,OWID_AFR,2021/8/25,54985140
Africa,OWID_AFR,2021/8/26,55846444
Africa,OWID_AFR,2021/8/27,56707228
Africa,OWID_AFR,2021/8/28,57203610
Africa,OWID_AFR,2021/8/29,58247724
Africa,OWID_AFR,2021/8/30,58877656
Africa,OWID_AFR,2021/8/31,59585548
Africa,OWID_AFR,2021/9/1,60382704
Africa,OWID_AFR,2021/9/2,61026930
Africa,OWID_AFR,2021/9/3,61577948
Africa,OWID_AFR,2021/9/4,62395676
Africa,OWID_AFR,2021/9/5,62772220
Africa,OWID_AFR,2021/9/6,63622996
Africa,OWID_AFR,2021/9/7,64058900
Africa,OWID_AFR,2021/9/8,64456116
Africa,OWID_AFR,2021/9/9,65130756
Africa,OWID_AFR,2021/9/10,66058276
Africa,OWID_AFR,2021/9/11,67124900
Africa,OWID_AFR,2021/9/12,67795464
Africa,OWID_AFR,2021/9/13,68587280
Africa,OWID_AFR,2021/9/14,69414510
Africa,OWID_AFR,2021/9/15,70058890
Africa,OWID_AFR,2021/9/16,71287570
Africa,OWID_AFR,2021/9/17,71829470
Africa,OWID_AFR,2021/9/18,72359560
Africa,OWID_AFR,2021/9/19,72797570
Africa,OWID_AFR,2021/9/20,73318056
Africa,OWID_AFR,2021/9/21,73873910
Africa,OWID_AFR,2021/9/22,74458340
Africa,OWID_AFR,2021/9/23,75083750
Africa,OWID_AFR,2021/9/24,75808670
Africa,OWID_AFR,2021/9/25,76522104
Africa,OWID_AFR,2021/9/26,77339310
Africa,OWID_AFR,2021/9/27,78217570
Africa,OWID_AFR,2021/9/28,78740104
Africa,OWID_AFR,2021/9/29,79220510
Africa,OWID_AFR,2021/9/30,79696660
Africa,OWID_AFR,2021/10/1,80226600
Africa,OWID_AFR,2021/10/2,80735090
Africa,OWID_AFR,2021/10/3,81224490
Africa,OWID_AFR,2021/10/4,81787310
Africa,OWID_AFR,2021/10/5,82373780
Africa,OWID_AFR,2021/10/6,82966050
Africa,OWID_AFR,2021/10/7,83532630
Africa,OWID_AFR,2021/10/8,84066820
Africa,OWID_AFR,2021/10/9,84622760
Africa,OWID_AFR,2021/10/10,85154350
Africa,OWID_AFR,2021/10/11,85710260
Africa,OWID_AFR,2021/10/12,86349070
Africa,OWID_AFR,2021/10/13,87052940
Africa,OWID_AFR,2021/10/14,87716370
Africa,OWID_AFR,2021/10/15,88512710
Africa,OWID_AFR,2021/10/16,89193544
Africa,OWID_AFR,2021/10/17,89860184
Africa,OWID_AFR,2021/10/18,90580990
Africa,OWID_AFR,2021/10/19,91261340
Africa,OWID_AFR,2021/10/20,91894110
Africa,OWID_AFR,2021/10/21,92538504
Africa,OWID_AFR,2021/10/22,93214300
Africa,OWID_AFR,2021/10/23,93835336
Africa,OWID_AFR,2021/10/24,94655624
Africa,OWID_AFR,2021/10/25,95656760
Africa,OWID_AFR,2021/10/26,96658770
Africa,OWID_AFR,2021/10/27,97491930
Africa,OWID_AFR,2021/10/28,98314570
Africa,OWID_AFR,2021/10/29,99191370
Africa,OWID_AFR,2021/10/30,99828910
Africa,OWID_AFR,2021/10/31,100362440
Africa,OWID_AFR,2021/11/1,101009640
Africa,OWID_AFR,2021/11/2,101607110
Africa,OWID_AFR,2021/11/3,102145690
Africa,OWID_AFR,2021/11/4,102728856
Africa,OWID_AFR,2021/11/5,103244490
Africa,OWID_AFR,2021/11/6,103749230
Africa,OWID_AFR,2021/11/7,104462184
Africa,OWID_AFR,2021/11/8,105249060
Africa,OWID_AFR,2021/11/9,106047010
Africa,OWID_AFR,2021/11/10,106858320
Africa,OWID_AFR,2021/11/11,107878870
Africa,OWID_AFR,2021/11/12,108683420
Africa,OWID_AFR,2021/11/13,109440344
Africa,OWID_AFR,2021/11/14,110005840
Africa,OWID_AFR,2021/11/15,110679280
Africa,OWID_AFR,2021/11/16,111253970
Africa,OWID_AFR,2021/11/17,111821780
Africa,OWID_AFR,2021/11/18,112344750
Africa,OWID_AFR,2021/11/19,113002456
Africa,OWID_AFR,2021/11/20,113694850
Africa,OWID_AFR,2021/11/21,114532170
Africa,OWID_AFR,2021/11/22,115326410
Africa,OWID_AFR,2021/11/23,116054290
Africa,OWID_AFR,2021/11/24,116803240
Africa,OWID_AFR,2021/11/25,117540030
Africa,OWID_AFR,2021/11/26,118222710
Africa,OWID_AFR,2021/11/27,118806350
Africa,OWID_AFR,2021/11/28,119419350
Africa,OWID_AFR,2021/11/29,120201800
Africa,OWID_AFR,2021/11/30,120974664
Africa,OWID_AFR,2021/12/1,121750800
Africa,OWID_AFR,2021/12/2,122698920
Africa,OWID_AFR,2021/12/3,123779180
Africa,OWID_AFR,2021/12/4,124476840
Africa,OWID_AFR,2021/12/5,125087520
Africa,OWID_AFR,2021/12/6,125796090
Africa,OWID_AFR,2021/12/7,126485310
Africa,OWID_AFR,2021/12/8,127211610
Africa,OWID_AFR,2021/12/9,127914190
Africa,OWID_AFR,2021/12/10,128767730
Africa,OWID_AFR,2021/12/11,129505170
Africa,OWID_AFR,2021/12/12,130287210
Africa,OWID_AFR,2021/12/13,131106890
Africa,OWID_AFR,2021/12/14,131938504
Africa,OWID_AFR,2021/12/15,132805590
Africa,OWID_AFR,2021/12/16,133806630
Africa,OWID_AFR,2021/12/17,134723340
Africa,OWID_AFR,2021/12/18,135627170
Africa,OWID_AFR,2021/12/19,136538140
Africa,OWID_AFR,2021/12/20,137531340
Africa,OWID_AFR,2021/12/21,138576850
Africa,OWID_AFR,2021/12/22,139621100
Africa,OWID_AFR,2021/12/23,140535500
Africa,OWID_AFR,2021/12/24,141382990
Africa,OWID_AFR,2021/12/25,142150290
Africa,OWID_AFR,2021/12/26,142894130
Africa,OWID_AFR,2021/12/27,143565540
Africa,OWID_AFR,2021/12/28,144302450
Africa,OWID_AFR,2021/12/29,145028930
Africa,OWID_AFR,2021/12/30,145750240
Africa,OWID_AFR,2021/12/31,146546930
Africa,OWID_AFR,2022/1/1,147485250
Africa,OWID_AFR,2022/1/2,148079570
Africa,OWID_AFR,2022/1/3,148782110
Africa,OWID_AFR,2022/1/4,149513860
Africa,OWID_AFR,2022/1/5,150137390
Africa,OWID_AFR,2022/1/6,150780210
Africa,OWID_AFR,2022/1/7,151719150
Africa,OWID_AFR,2022/1/8,152569090
Africa,OWID_AFR,2022/1/9,153318880
Africa,OWID_AFR,2022/1/10,154066420
Africa,OWID_AFR,2022/1/11,154735200
Africa,OWID_AFR,2022/1/12,155427700
Africa,OWID_AFR,2022/1/13,156143070
Africa,OWID_AFR,2022/1/14,156880130
Africa,OWID_AFR,2022/1/15,157586960
Africa,OWID_AFR,2022/1/16,158538030
Africa,OWID_AFR,2022/1/17,159486610
Africa,OWID_AFR,2022/1/18,160204030
Africa,OWID_AFR,2022/1/19,160926560
Africa,OWID_AFR,2022/1/20,161548820
Africa,OWID_AFR,2022/1/21,162190560
Africa,OWID_AFR,2022/1/22,162799380
Africa,OWID_AFR,2022/1/23,163353310
Africa,OWID_AFR,2022/1/24,163929140
Africa,OWID_AFR,2022/1/25,164566340
Africa,OWID_AFR,2022/1/26,165230370
Africa,OWID_AFR,2022/1/27,165957220
Africa,OWID_AFR,2022/1/28,166648720
Africa,OWID_AFR,2022/1/29,167352060
Africa,OWID_AFR,2022/1/30,168094400
Africa,OWID_AFR,2022/1/31,168910830
Africa,OWID_AFR,2022/2/1,169811650
Africa,OWID_AFR,2022/2/2,170690830
Africa,OWID_AFR,2022/2/3,171597920
Africa,OWID_AFR,2022/2/4,172498560
Africa,OWID_AFR,2022/2/5,173381340
Africa,OWID_AFR,2022/2/6,174234420
Africa,OWID_AFR,2022/2/7,174977380
Africa,OWID_AFR,2022/2/8,175729540
Africa,OWID_AFR,2022/2/9,176497200
Africa,OWID_AFR,2022/2/10,177242370
Africa,OWID_AFR,2022/2/11,177966060
Africa,OWID_AFR,2022/2/12,178702300
Africa,OWID_AFR,2022/2/13,179403710
Africa,OWID_AFR,2022/2/14,180137020
Africa,OWID_AFR,2022/2/15,180897650
Africa,OWID_AFR,2022/2/16,181636460
Africa,OWID_AFR,2022/2/17,182330670
Africa,OWID_AFR,2022/2/18,182989500
Africa,OWID_AFR,2022/2/19,183624640
Africa,OWID_AFR,2022/2/20,184219440
Africa,OWID_AFR,2022/2/21,184788700
Africa,OWID_AFR,2022/2/22,185402220
Africa,OWID_AFR,2022/2/23,185992210
Africa,OWID_AFR,2022/2/24,186558480
Africa,OWID_AFR,2022/2/25,187070500
Africa,OWID_AFR,2022/2/26,187532560
Africa,OWID_AFR,2022/2/27,188057980
Africa,OWID_AFR,2022/2/28,188633800
Africa,OWID_AFR,2022/3/1,189178050
Africa,OWID_AFR,2022/3/2,189730720
Africa,OWID_AFR,2022/3/3,190276590
Africa,OWID_AFR,2022/3/4,190816340
Africa,OWID_AFR,2022/3/5,191319140
Africa,OWID_AFR,2022/3/6,191822780
Africa,OWID_AFR,2022/3/7,192708800
Africa,OWID_AFR,2022/3/8,193593260
Africa,OWID_AFR,2022/3/9,194379920
Africa,OWID_AFR,2022/3/10,196198980
Africa,OWID_AFR,2022/3/11,197991700
Africa,OWID_AFR,2022/3/12,199704210
Africa,OWID_AFR,2022/3/13,201416110
Africa,OWID_AFR,2022/3/14,202885970
Africa,OWID_AFR,2022/3/15,203386990
Africa,OWID_AFR,2022/3/16,203894100
Africa,OWID_AFR,2022/3/17,204389000
Africa,OWID_AFR,2022/3/18,204863550
Africa,OWID_AFR,2022/3/19,205324620
Africa,OWID_AFR,2022/3/20,205763900
