Entity,Code,Day,People fully vaccinated (cumulative)
South America,OWID_SAM,2022/8/24,330317800
South America,OWID_SAM,2022/8/25,330358240
South America,OWID_SAM,2022/8/26,330396960
South America,OWID_SAM,2022/8/27,330425660
South America,OWID_SAM,2022/8/28,330439300
South America,OWID_SAM,2022/8/29,330611620
South America,OWID_SAM,2022/8/30,330644830
South America,OWID_SAM,2022/8/31,330702750
South America,OWID_SAM,2022/9/1,330762020
South America,OWID_SAM,2022/9/2,330789300
South America,OWID_SAM,2022/9/3,330843940
South America,OWID_SAM,2022/9/4,330860600
South America,OWID_SAM,2022/9/5,330885200
South America,OWID_SAM,2022/9/6,330931700
South America,OWID_SAM,2022/9/7,330950050
South America,OWID_SAM,2022/9/8,330975800
South America,OWID_SAM,2022/9/9,331030300
South America,OWID_SAM,2022/9/10,331056770
South America,OWID_SAM,2022/9/11,331071140
South America,OWID_SAM,2022/9/12,331100100
South America,OWID_SAM,2022/9/13,331176960
South America,OWID_SAM,2022/9/14,331229900
South America,OWID_SAM,2022/9/15,331270750
South America,OWID_SAM,2022/9/16,331307460
South America,OWID_SAM,2022/9/17,331349540
South America,OWID_SAM,2022/9/18,331368060
South America,OWID_SAM,2022/9/19,331397100
South America,OWID_SAM,2022/9/20,331428960
South America,OWID_SAM,2022/9/21,331486080
South America,OWID_SAM,2022/9/22,331527840
South America,OWID_SAM,2022/9/23,331570180
South America,OWID_SAM,2022/9/24,331598750
South America,OWID_SAM,2022/9/25,331616130
South America,OWID_SAM,2022/9/26,331638340
South America,OWID_SAM,2022/9/27,331667620
South America,OWID_SAM,2022/9/28,331707460
South America,OWID_SAM,2022/9/29,331727600
South America,OWID_SAM,2022/9/30,331747330
South America,OWID_SAM,2022/10/1,331762780
South America,OWID_SAM,2022/10/2,331776160
South America,OWID_SAM,2022/10/3,331792060
South America,OWID_SAM,2022/10/4,331808800
South America,OWID_SAM,2022/10/5,331825280
South America,OWID_SAM,2022/10/6,331842020
South America,OWID_SAM,2022/10/7,331857760
South America,OWID_SAM,2022/10/8,331871200
South America,OWID_SAM,2022/10/9,331884060
South America,OWID_SAM,2022/10/10,331898340
South America,OWID_SAM,2022/10/11,331913920
South America,OWID_SAM,2022/10/12,331934180
South America,OWID_SAM,2022/10/13,331954200
South America,OWID_SAM,2022/10/14,331970020
South America,OWID_SAM,2022/10/15,331978980
South America,OWID_SAM,2022/10/16,331986900
South America,OWID_SAM,2022/10/17,331997920
South America,OWID_SAM,2022/10/18,332025760
South America,OWID_SAM,2022/10/19,332036320
South America,OWID_SAM,2022/10/20,332046940
South America,OWID_SAM,2022/10/21,332057920
South America,OWID_SAM,2022/10/22,332066780
South America,OWID_SAM,2022/10/23,332074400
South America,OWID_SAM,2022/10/24,332084100
South America,OWID_SAM,2022/10/25,332094180
South America,OWID_SAM,2022/10/26,332104130
South America,OWID_SAM,2022/10/27,332114600
South America,OWID_SAM,2022/10/28,332125600
South America,OWID_SAM,2022/10/29,332135520
South America,OWID_SAM,2022/10/30,332144930
South America,OWID_SAM,2022/10/31,332154100
South America,OWID_SAM,2022/11/1,332163000
South America,OWID_SAM,2022/11/2,332172640
South America,OWID_SAM,2022/11/3,332182500
South America,OWID_SAM,2022/11/4,332192900
South America,OWID_SAM,2022/11/5,332202200
South America,OWID_SAM,2022/11/6,332210430
South America,OWID_SAM,2022/11/7,332220700
South America,OWID_SAM,2022/11/8,332231500
South America,OWID_SAM,2022/11/9,332242300
South America,OWID_SAM,2022/11/10,332256800
South America,OWID_SAM,2022/11/11,332271970
South America,OWID_SAM,2022/11/12,332284000
South America,OWID_SAM,2022/11/13,332294620
South America,OWID_SAM,2022/11/14,332307460
South America,OWID_SAM,2022/11/15,332477540
South America,OWID_SAM,2022/11/16,332647420
South America,OWID_SAM,2022/11/17,332659870
South America,OWID_SAM,2022/11/18,332672930
South America,OWID_SAM,2022/11/19,332680830
South America,OWID_SAM,2022/11/20,332686660
South America,OWID_SAM,2022/11/21,332699420
South America,OWID_SAM,2022/11/22,332708130
South America,OWID_SAM,2022/11/23,332717120
South America,OWID_SAM,2022/11/24,332726700
South America,OWID_SAM,2022/11/25,332736770
South America,OWID_SAM,2022/11/26,332744000
South America,OWID_SAM,2022/11/27,332750200
South America,OWID_SAM,2022/11/28,333010430
South America,OWID_SAM,2022/11/29,333270500
South America,OWID_SAM,2022/11/30,334224670
South America,OWID_SAM,2022/12/1,334241440
South America,OWID_SAM,2022/12/2,334253000
South America,OWID_SAM,2022/12/3,334263460
South America,OWID_SAM,2022/12/4,334268480
South America,OWID_SAM,2022/12/5,334281340
South America,OWID_SAM,2022/12/6,334297060
South America,OWID_SAM,2022/12/7,334313250
South America,OWID_SAM,2022/12/8,334319940
South America,OWID_SAM,2022/12/9,334327000
South America,OWID_SAM,2022/12/10,334336670
South America,OWID_SAM,2022/12/11,334341400
South America,OWID_SAM,2022/12/12,334356030
South America,OWID_SAM,2022/12/13,334368830
South America,OWID_SAM,2022/12/14,334375900
South America,OWID_SAM,2022/12/15,334383650
South America,OWID_SAM,2022/12/16,334673500
South America,OWID_SAM,2022/12/17,334685000
South America,OWID_SAM,2022/12/18,335032770
South America,OWID_SAM,2022/12/19,335042720
South America,OWID_SAM,2022/12/20,335052030
South America,OWID_SAM,2022/12/21,335061000
South America,OWID_SAM,2022/12/22,335069730
South America,OWID_SAM,2022/12/23,335075300
South America,OWID_SAM,2022/12/24,335088400
South America,OWID_SAM,2022/12/25,335094100
South America,OWID_SAM,2022/12/26,335100770
South America,OWID_SAM,2022/12/27,335114800
South America,OWID_SAM,2022/12/28,335123740
South America,OWID_SAM,2022/12/29,335132060
South America,OWID_SAM,2022/12/30,335137200
South America,OWID_SAM,2022/12/31,335141280
South America,OWID_SAM,2023/1/1,335144000
South America,OWID_SAM,2023/1/2,335157540
South America,OWID_SAM,2023/1/3,335171520
South America,OWID_SAM,2023/1/4,335180800
South America,OWID_SAM,2023/1/5,335364540
South America,OWID_SAM,2023/1/6,335548350
South America,OWID_SAM,2023/1/7,335561150
South America,OWID_SAM,2023/1/8,335567970
South America,OWID_SAM,2023/1/9,335572770
South America,OWID_SAM,2023/1/10,335578140
South America,OWID_SAM,2023/1/11,335587230
South America,OWID_SAM,2023/1/12,335592740
South America,OWID_SAM,2023/1/13,335599840
South America,OWID_SAM,2023/1/14,335603460
South America,OWID_SAM,2023/1/15,335605380
South America,OWID_SAM,2023/1/16,335610240
South America,OWID_SAM,2023/1/17,335648320
South America,OWID_SAM,2023/1/18,335653920
South America,OWID_SAM,2023/1/19,335659300
South America,OWID_SAM,2023/1/20,335673300
South America,OWID_SAM,2023/1/21,335687550
South America,OWID_SAM,2023/1/22,335691970
South America,OWID_SAM,2023/1/23,335703070
South America,OWID_SAM,2023/1/24,335714080
South America,OWID_SAM,2023/1/25,335871500
South America,OWID_SAM,2023/1/26,335887800
South America,OWID_SAM,2023/1/27,335902370
South America,OWID_SAM,2023/1/28,335905400
South America,OWID_SAM,2023/1/29,335906880
South America,OWID_SAM,2023/1/30,335912200
South America,OWID_SAM,2023/1/31,335916930
South America,OWID_SAM,2023/2/1,335927700
South America,OWID_SAM,2023/2/2,335938340
South America,OWID_SAM,2023/2/3,336024860
South America,OWID_SAM,2023/2/4,336028160
South America,OWID_SAM,2023/2/5,336029820
South America,OWID_SAM,2023/2/6,336042340
South America,OWID_SAM,2023/2/7,336055040
South America,OWID_SAM,2023/2/8,336061060
South America,OWID_SAM,2023/2/9,336087170
South America,OWID_SAM,2023/2/10,336113470
South America,OWID_SAM,2023/2/11,336138200
South America,OWID_SAM,2023/2/12,336147970
South America,OWID_SAM,2023/2/13,336160580
South America,OWID_SAM,2023/2/14,336165820
South America,OWID_SAM,2023/2/15,336178140
South America,OWID_SAM,2023/2/16,336184800
South America,OWID_SAM,2023/2/17,336190240
South America,OWID_SAM,2023/2/18,336192900
South America,OWID_SAM,2023/2/19,336194460
South America,OWID_SAM,2023/2/20,336197570
South America,OWID_SAM,2023/2/21,336305020
South America,OWID_SAM,2023/2/22,336309860
South America,OWID_SAM,2023/2/23,336314880
South America,OWID_SAM,2023/2/24,336320100
South America,OWID_SAM,2023/2/25,336324580
South America,OWID_SAM,2023/2/26,336327650
South America,OWID_SAM,2023/2/27,336355900
South America,OWID_SAM,2023/2/28,336383780
South America,OWID_SAM,2023/3/1,336390800
South America,OWID_SAM,2023/3/2,336397820
South America,OWID_SAM,2023/3/3,336408000
South America,OWID_SAM,2023/3/4,336412450
South America,OWID_SAM,2023/3/5,336413470
South America,OWID_SAM,2023/3/6,336418620
South America,OWID_SAM,2023/3/7,336423800
South America,OWID_SAM,2023/3/8,336431300
South America,OWID_SAM,2023/3/9,336459700
South America,OWID_SAM,2023/3/10,336488100
South America,OWID_SAM,2023/3/11,336594020
South America,OWID_SAM,2023/3/12,336599800
South America,OWID_SAM,2023/3/13,336607140
South America,OWID_SAM,2023/3/14,336658850
South America,OWID_SAM,2023/3/15,336663520
South America,OWID_SAM,2023/3/16,336668060
South America,OWID_SAM,2023/3/17,336690020
South America,OWID_SAM,2023/3/18,336711200
South America,OWID_SAM,2023/3/19,336714600
South America,OWID_SAM,2023/3/20,336724960
South America,OWID_SAM,2023/3/21,336735170
South America,OWID_SAM,2023/3/22,336746020
South America,OWID_SAM,2023/3/23,336750300
South America,OWID_SAM,2023/3/24,336754180
South America,OWID_SAM,2023/3/25,336758050
South America,OWID_SAM,2023/3/26,336761100
South America,OWID_SAM,2023/3/27,336765120
South America,OWID_SAM,2023/3/28,336769150
South America,OWID_SAM,2023/3/29,336773280
South America,OWID_SAM,2023/3/30,336777100
South America,OWID_SAM,2023/3/31,336780960
South America,OWID_SAM,2023/4/1,336784480
South America,OWID_SAM,2023/4/2,336787000
South America,OWID_SAM,2023/4/3,336790720
South America,OWID_SAM,2023/4/4,336794530
South America,OWID_SAM,2023/4/5,336798400
South America,OWID_SAM,2023/4/6,336800960
South America,OWID_SAM,2023/4/7,336803360
South America,OWID_SAM,2023/4/8,336805250
South America,OWID_SAM,2023/4/9,336806370
South America,OWID_SAM,2023/4/10,336809280
South America,OWID_SAM,2023/4/11,336811970
South America,OWID_SAM,2023/4/12,336814720
South America,OWID_SAM,2023/4/13,336817500
South America,OWID_SAM,2023/4/14,336820830
South America,OWID_SAM,2023/4/15,336823300
South America,OWID_SAM,2023/4/16,336824640
South America,OWID_SAM,2023/4/17,336827680
South America,OWID_SAM,2023/4/18,336830600
South America,OWID_SAM,2023/4/19,336833380
South America,OWID_SAM,2023/4/20,336836320
South America,OWID_SAM,2023/4/21,336839360
South America,OWID_SAM,2023/4/22,336842800
South America,OWID_SAM,2023/4/23,336846100
South America,OWID_SAM,2023/4/24,336849860
South America,OWID_SAM,2023/4/25,336853760
South America,OWID_SAM,2023/4/26,336857800
South America,OWID_SAM,2023/4/27,336861660
South America,OWID_SAM,2023/4/28,336865900
South America,OWID_SAM,2023/4/29,336869250
South America,OWID_SAM,2023/4/30,336871140
South America,OWID_SAM,2023/5/1,336872580
South America,OWID_SAM,2023/5/2,336874620
South America,OWID_SAM,2023/5/3,336876770
South America,OWID_SAM,2023/5/4,336878300
South America,OWID_SAM,2023/5/5,336879970
South America,OWID_SAM,2023/5/6,336881180
South America,OWID_SAM,2023/5/7,336882140
South America,OWID_SAM,2023/5/8,336883680
South America,OWID_SAM,2023/5/9,336885250
South America,OWID_SAM,2023/5/10,336886850
South America,OWID_SAM,2023/5/11,336888400
South America,OWID_SAM,2023/5/12,336889860
South America,OWID_SAM,2023/5/13,336890900
South America,OWID_SAM,2023/5/14,336891740
South America,OWID_SAM,2023/5/15,336893220
South America,OWID_SAM,2023/5/16,336894700
South America,OWID_SAM,2023/5/17,336896200
South America,OWID_SAM,2023/5/18,336897820
South America,OWID_SAM,2023/5/19,336899400
South America,OWID_SAM,2023/5/20,336900600
South America,OWID_SAM,2023/5/21,336901630
South America,OWID_SAM,2023/5/22,336903040
South America,OWID_SAM,2023/5/23,336904450
South America,OWID_SAM,2023/5/24,336905860
South America,OWID_SAM,2023/5/25,336907100
South America,OWID_SAM,2023/5/26,336908350
South America,OWID_SAM,2023/5/27,336909540
South America,OWID_SAM,2023/5/28,336910530
South America,OWID_SAM,2023/5/29,336912100
South America,OWID_SAM,2023/5/30,336913660
South America,OWID_SAM,2023/5/31,336915040
South America,OWID_SAM,2023/6/1,336916380
South America,OWID_SAM,2023/6/2,336917760
South America,OWID_SAM,2023/6/3,336918880
South America,OWID_SAM,2023/6/4,336919740
South America,OWID_SAM,2023/6/5,336921000
South America,OWID_SAM,2023/6/6,336922370
South America,OWID_SAM,2023/6/7,336923680
South America,OWID_SAM,2023/6/8,336925060
South America,OWID_SAM,2023/6/9,336926400
South America,OWID_SAM,2023/6/10,336927550
South America,OWID_SAM,2023/6/11,336928480
South America,OWID_SAM,2023/6/12,336929760
South America,OWID_SAM,2023/6/13,336931000
South America,OWID_SAM,2023/6/14,336932220
South America,OWID_SAM,2023/6/15,336933540
South America,OWID_SAM,2023/6/16,336934800
South America,OWID_SAM,2023/6/17,336935800
South America,OWID_SAM,2023/6/18,336936640
South America,OWID_SAM,2023/6/19,336937700
South America,OWID_SAM,2023/6/20,336938780
South America,OWID_SAM,2023/6/21,336940030
South America,OWID_SAM,2023/6/22,336941340
South America,OWID_SAM,2023/6/23,336942700
South America,OWID_SAM,2023/6/24,336943700
South America,OWID_SAM,2023/6/25,336944740
South America,OWID_SAM,2023/6/26,336946020
South America,OWID_SAM,2023/6/27,336947230
South America,OWID_SAM,2023/6/28,336948540
South America,OWID_SAM,2023/6/29,336949660
South America,OWID_SAM,2023/6/30,336950900
South America,OWID_SAM,2023/7/1,336951900
South America,OWID_SAM,2023/7/2,336952770
South America,OWID_SAM,2023/7/3,336953920
South America,OWID_SAM,2023/7/4,336955100
South America,OWID_SAM,2023/7/5,336956300
South America,OWID_SAM,2023/7/6,336957470
South America,OWID_SAM,2023/7/7,336958700
South America,OWID_SAM,2023/7/8,336959740
South America,OWID_SAM,2023/7/9,336960600
South America,OWID_SAM,2023/7/10,336961860
South America,OWID_SAM,2023/7/11,336963100
South America,OWID_SAM,2023/7/12,336964350
South America,OWID_SAM,2023/7/13,336965570
South America,OWID_SAM,2023/7/14,336966820
South America,OWID_SAM,2023/7/15,336967870
South America,OWID_SAM,2023/7/16,336968740
South America,OWID_SAM,2023/7/17,336969950
South America,OWID_SAM,2023/7/18,336971170
South America,OWID_SAM,2023/7/19,336972380
South America,OWID_SAM,2023/7/20,336973630
South America,OWID_SAM,2023/7/21,336974850
South America,OWID_SAM,2023/7/22,336975900
South America,OWID_SAM,2023/7/23,336976830
South America,OWID_SAM,2023/7/24,336978050
South America,OWID_SAM,2023/7/25,336979300
South America,OWID_SAM,2023/7/26,336980500
South America,OWID_SAM,2023/7/27,336981730
South America,OWID_SAM,2023/7/28,336982820
South America,OWID_SAM,2023/7/29,336983680
South America,OWID_SAM,2023/7/30,336984640
South America,OWID_SAM,2023/7/31,336985950
South America,OWID_SAM,2023/8/1,336987100
South America,OWID_SAM,2023/8/2,336988300
South America,OWID_SAM,2023/8/3,336989400
South America,OWID_SAM,2023/8/4,336990600
South America,OWID_SAM,2023/8/5,336991580
South America,OWID_SAM,2023/8/6,336992450
South America,OWID_SAM,2023/8/7,336993630
South America,OWID_SAM,2023/8/8,336994750
South America,OWID_SAM,2023/8/9,336995900
South America,OWID_SAM,2023/8/10,336997060
South America,OWID_SAM,2023/8/11,336998340
South America,OWID_SAM,2023/8/12,336999400
South America,OWID_SAM,2023/8/13,337000320
South America,OWID_SAM,2023/8/14,337001440
South America,OWID_SAM,2023/8/15,337002600
South America,OWID_SAM,2023/8/16,337003780
South America,OWID_SAM,2023/8/17,337004900
South America,OWID_SAM,2023/8/18,337006100
South America,OWID_SAM,2023/8/19,337007170
South America,OWID_SAM,2023/8/20,337008060
South America,OWID_SAM,2023/8/21,337009150
South America,OWID_SAM,2023/8/22,337010370
South America,OWID_SAM,2023/8/23,337011620
South America,OWID_SAM,2023/8/24,337012860
South America,OWID_SAM,2023/8/25,337014200
South America,OWID_SAM,2023/8/26,337015360
South America,OWID_SAM,2023/8/27,337016260
South America,OWID_SAM,2023/8/28,337017500
South America,OWID_SAM,2023/8/29,337018780
South America,OWID_SAM,2023/8/30,337019740
South America,OWID_SAM,2023/8/31,337021000
South America,OWID_SAM,2023/9/1,337022180
South America,OWID_SAM,2023/9/2,337023230
South America,OWID_SAM,2023/9/3,337024100
South America,OWID_SAM,2023/9/4,337025300
South America,OWID_SAM,2023/9/5,337026430
South America,OWID_SAM,2023/9/6,337027650
South America,OWID_SAM,2023/9/7,337028800
South America,OWID_SAM,2023/9/8,337030050
South America,OWID_SAM,2023/9/9,337031140
South America,OWID_SAM,2023/9/10,337032030
South America,OWID_SAM,2023/9/11,337033300
South America,OWID_SAM,2023/9/12,337034600
South America,OWID_SAM,2023/9/13,337035870
South America,OWID_SAM,2023/9/14,337037060
South America,OWID_SAM,2023/9/15,337038340
South America,OWID_SAM,2023/9/16,337039420
South America,OWID_SAM,2023/9/17,337040320
South America,OWID_SAM,2023/9/18,337041570
South America,OWID_SAM,2023/9/19,337042720
South America,OWID_SAM,2023/9/20,337043840
South America,OWID_SAM,2023/9/21,337044930
South America,OWID_SAM,2023/9/22,337046080
South America,OWID_SAM,2023/9/23,337047200
South America,OWID_SAM,2023/9/24,337048060
South America,OWID_SAM,2023/9/25,337049200
South America,OWID_SAM,2023/9/26,337050300
South America,OWID_SAM,2023/9/27,337051400
South America,OWID_SAM,2023/9/28,337052480
South America,OWID_SAM,2023/9/29,337053540
South America,OWID_SAM,2023/9/30,337054560
South America,OWID_SAM,2023/10/1,337055360
South America,OWID_SAM,2023/10/2,337056400
South America,OWID_SAM,2023/10/3,337057400
South America,OWID_SAM,2023/10/4,337058430
South America,OWID_SAM,2023/10/5,337059400
South America,OWID_SAM,2023/10/6,337060320
South America,OWID_SAM,2023/10/7,337061220
South America,OWID_SAM,2023/10/8,337062000
South America,OWID_SAM,2023/10/9,337062940
South America,OWID_SAM,2023/10/10,337063900
South America,OWID_SAM,2023/10/11,337064860
South America,OWID_SAM,2023/10/12,337065820
South America,OWID_SAM,2023/10/13,337066750
South America,OWID_SAM,2023/10/14,337067650
South America,OWID_SAM,2023/10/15,337068400
South America,OWID_SAM,2023/10/16,337069340
South America,OWID_SAM,2023/10/17,337070300
South America,OWID_SAM,2023/10/18,337071300
South America,OWID_SAM,2023/10/19,337072200
South America,OWID_SAM,2023/10/20,337073150
South America,OWID_SAM,2023/10/21,337074050
South America,OWID_SAM,2023/10/22,337074800
South America,OWID_SAM,2023/10/23,337075780
South America,OWID_SAM,2023/10/24,337076700
South America,OWID_SAM,2023/10/25,337077760
South America,OWID_SAM,2023/10/26,337078800
South America,OWID_SAM,2023/10/27,337079780
South America,OWID_SAM,2023/10/28,337080700
South America,OWID_SAM,2023/10/29,337081600
South America,OWID_SAM,2023/10/30,337082530
South America,OWID_SAM,2023/10/31,337083400
South America,OWID_SAM,2023/11/1,337084200
South America,OWID_SAM,2023/11/2,337085060
South America,OWID_SAM,2023/11/3,337085950
South America,OWID_SAM,2023/11/4,337086800
South America,OWID_SAM,2023/11/5,337087550
South America,OWID_SAM,2023/11/6,337088480
South America,OWID_SAM,2023/11/7,337089400
South America,OWID_SAM,2023/11/8,337090340
South America,OWID_SAM,2023/11/9,337091230
South America,OWID_SAM,2023/11/10,337092200
South America,OWID_SAM,2023/11/11,337093120
South America,OWID_SAM,2023/11/12,337093950
South America,OWID_SAM,2023/11/13,337094900
South America,OWID_SAM,2023/11/14,337095870
South America,OWID_SAM,2023/11/15,337096860
South America,OWID_SAM,2023/11/16,337097800
South America,OWID_SAM,2023/11/17,337098750
South America,OWID_SAM,2023/11/18,337099680
South America,OWID_SAM,2023/11/19,337100480
South America,OWID_SAM,2023/11/20,337101400
South America,OWID_SAM,2023/11/21,337102370
South America,OWID_SAM,2023/11/22,337103400
South America,OWID_SAM,2023/11/23,337104450
South America,OWID_SAM,2023/11/24,337105470
South America,OWID_SAM,2023/11/25,337106460
South America,OWID_SAM,2023/11/26,337107420
South America,OWID_SAM,2023/11/27,337108350
South America,OWID_SAM,2023/11/28,337109340
South America,OWID_SAM,2023/11/29,337110270
South America,OWID_SAM,2023/11/30,337111170
South America,OWID_SAM,2023/12/1,337112000
South America,OWID_SAM,2023/12/2,337112830
South America,OWID_SAM,2023/12/3,337113630
South America,OWID_SAM,2023/12/4,337114500
South America,OWID_SAM,2023/12/5,337115330
South America,OWID_SAM,2023/12/6,337116160
South America,OWID_SAM,2023/12/7,337116930
South America,OWID_SAM,2023/12/8,337117700
South America,OWID_SAM,2023/12/9,337118460
South America,OWID_SAM,2023/12/10,337119200
South America,OWID_SAM,2023/12/11,337119970
South America,OWID_SAM,2023/12/12,337120740
South America,OWID_SAM,2023/12/13,337121500
South America,OWID_SAM,2023/12/14,337122270
South America,OWID_SAM,2023/12/15,337123040
South America,OWID_SAM,2023/12/16,337123800
South America,OWID_SAM,2023/12/17,337124580
South America,OWID_SAM,2023/12/18,337125340
South America,OWID_SAM,2023/12/19,337126100
South America,OWID_SAM,2023/12/20,337126880
South America,OWID_SAM,2023/12/21,337127650
South America,OWID_SAM,2023/12/22,337128420
South America,OWID_SAM,2023/12/23,337129150
South America,OWID_SAM,2023/12/24,337129920
South America,OWID_SAM,2023/12/25,337130700
South America,OWID_SAM,2023/12/26,337131460
South America,OWID_SAM,2023/12/27,337132220
South America,OWID_SAM,2023/12/28,337133000
South America,OWID_SAM,2023/12/29,337133760
South America,OWID_SAM,2023/12/30,337133760
South America,OWID_SAM,2023/12/31,337133760
South America,OWID_SAM,2024/1/1,337133760
South America,OWID_SAM,2024/1/2,337133760
South America,OWID_SAM,2024/1/3,337133760
South America,OWID_SAM,2024/1/4,337133760
South America,OWID_SAM,2024/1/5,337133760
South America,OWID_SAM,2024/1/6,337133760
South America,OWID_SAM,2024/1/7,337133760
South America,OWID_SAM,2024/1/8,337133760
South America,OWID_SAM,2024/1/9,337133760
South America,OWID_SAM,2024/1/10,337133760
South America,OWID_SAM,2024/1/11,337133760
South America,OWID_SAM,2024/1/12,337133760
South America,OWID_SAM,2024/1/13,337133760
South America,OWID_SAM,2024/1/14,337133760
South America,OWID_SAM,2024/1/15,337133760
South America,OWID_SAM,2024/1/16,337133760
South America,OWID_SAM,2024/1/17,337133760
South America,OWID_SAM,2024/1/18,337133760
South America,OWID_SAM,2024/1/19,337133760
South America,OWID_SAM,2024/1/20,337133760
South America,OWID_SAM,2024/1/21,337133760
South America,OWID_SAM,2024/1/22,337133760
South America,OWID_SAM,2024/1/23,337133760
South America,OWID_SAM,2024/1/24,337133760
South America,OWID_SAM,2024/1/25,337133760
South America,OWID_SAM,2024/1/26,337133760
South America,OWID_SAM,2024/1/27,337133760
South America,OWID_SAM,2024/1/28,337133760
South America,OWID_SAM,2024/1/29,337133760
South America,OWID_SAM,2024/1/30,337133760
South America,OWID_SAM,2024/1/31,337133760
South America,OWID_SAM,2024/2/1,337133760
South America,OWID_SAM,2024/2/2,337133760
South America,OWID_SAM,2024/2/3,337133760
South America,OWID_SAM,2024/2/4,337133760
South America,OWID_SAM,2024/2/5,337133760
South America,OWID_SAM,2024/2/6,337133760
South America,OWID_SAM,2024/2/7,337133760
South America,OWID_SAM,2024/2/8,337133760
South America,OWID_SAM,2024/2/9,337133760
South America,OWID_SAM,2024/2/10,337133760
South America,OWID_SAM,2024/2/11,337133760
South America,OWID_SAM,2024/2/12,337133760
South America,OWID_SAM,2024/2/13,337133760
South America,OWID_SAM,2024/2/14,337133760
South America,OWID_SAM,2024/2/15,337133760
South America,OWID_SAM,2024/2/16,337133760
South America,OWID_SAM,2024/2/17,337133760
South America,OWID_SAM,2024/2/18,337133760
South America,OWID_SAM,2024/2/19,337133760
South America,OWID_SAM,2024/2/20,337133760
South America,OWID_SAM,2024/2/21,337133760
South America,OWID_SAM,2024/2/22,337133760
South America,OWID_SAM,2024/2/23,337133760
South America,OWID_SAM,2024/2/24,337133760
South America,OWID_SAM,2024/2/25,337133760
South America,OWID_SAM,2024/2/26,337133760
South America,OWID_SAM,2024/2/27,337133760
South America,OWID_SAM,2024/2/28,337133760
South America,OWID_SAM,2024/2/29,337133760
South America,OWID_SAM,2024/3/1,337133760
South America,OWID_SAM,2024/3/2,337133760
South America,OWID_SAM,2024/3/3,337133760
South America,OWID_SAM,2024/3/4,337133760
South America,OWID_SAM,2024/3/5,337133760
South America,OWID_SAM,2024/3/6,337133760
South America,OWID_SAM,2024/3/7,337133760
South America,OWID_SAM,2024/3/8,337133760
South America,OWID_SAM,2024/3/9,337133760
South America,OWID_SAM,2024/3/10,337133760
South America,OWID_SAM,2024/3/11,337133760
South America,OWID_SAM,2024/3/12,337133760
South America,OWID_SAM,2024/3/13,337133760
South America,OWID_SAM,2024/3/14,337133760
South America,OWID_SAM,2024/3/15,337133760
South America,OWID_SAM,2024/3/16,337133760
South America,OWID_SAM,2024/3/17,337133760
South America,OWID_SAM,2024/3/18,337133760
South America,OWID_SAM,2024/3/19,337133760
South America,OWID_SAM,2024/3/20,337133760
South America,OWID_SAM,2024/3/21,337133760
South America,OWID_SAM,2024/3/22,337133760
South America,OWID_SAM,2024/3/23,337133760
South America,OWID_SAM,2024/3/24,337133760
South America,OWID_SAM,2024/3/25,337133760
South America,OWID_SAM,2024/3/26,337133760
South America,OWID_SAM,2024/3/27,337133760
South America,OWID_SAM,2024/3/28,337133760
South America,OWID_SAM,2024/3/29,337133760
South America,OWID_SAM,2024/3/30,337133760
South America,OWID_SAM,2024/3/31,337133760
South America,OWID_SAM,2024/4/1,337133760
South America,OWID_SAM,2024/4/2,337133760
South America,OWID_SAM,2024/4/3,337133760
South America,OWID_SAM,2024/4/4,337133760
South America,OWID_SAM,2024/4/5,337133760
South America,OWID_SAM,2024/4/6,337133760
South America,OWID_SAM,2024/4/7,337133760
South America,OWID_SAM,2024/4/8,337133760
South America,OWID_SAM,2024/4/9,337133760
South America,OWID_SAM,2024/4/10,337133760
South America,OWID_SAM,2024/4/11,337133760
South America,OWID_SAM,2024/4/12,337133760
South America,OWID_SAM,2024/4/13,337133760
South America,OWID_SAM,2024/4/14,337133760
South America,OWID_SAM,2024/4/15,337133760
South America,OWID_SAM,2024/4/16,337133760
South America,OWID_SAM,2024/4/17,337133760
South America,OWID_SAM,2024/4/18,337133760
South America,OWID_SAM,2024/4/19,337133760
South America,OWID_SAM,2024/4/20,337133760
South America,OWID_SAM,2024/4/21,337133760
South America,OWID_SAM,2024/4/22,337133760
South America,OWID_SAM,2024/4/23,337133760
South America,OWID_SAM,2024/4/24,337133760
South America,OWID_SAM,2024/4/25,337133760
South America,OWID_SAM,2024/4/26,337133760
South America,OWID_SAM,2024/4/27,337133760
South America,OWID_SAM,2024/4/28,337133760
South America,OWID_SAM,2024/4/29,337133760
South America,OWID_SAM,2024/4/30,337133760
South America,OWID_SAM,2024/5/1,337133760
South America,OWID_SAM,2024/5/2,337133760
South America,OWID_SAM,2024/5/3,337133760
South America,OWID_SAM,2024/5/4,337133760
South America,OWID_SAM,2024/5/5,337133760
South America,OWID_SAM,2024/5/6,337133760
South America,OWID_SAM,2024/5/7,337133760
South America,OWID_SAM,2024/5/8,337133760
South America,OWID_SAM,2024/5/9,337133760
South America,OWID_SAM,2024/5/10,337133760
South America,OWID_SAM,2024/5/11,337133760
South America,OWID_SAM,2024/5/12,337133760
South America,OWID_SAM,2024/5/13,337133760
South America,OWID_SAM,2024/5/14,337133760
South America,OWID_SAM,2024/5/15,337133760
South America,OWID_SAM,2024/5/16,337133760
South America,OWID_SAM,2024/5/17,337133760
South America,OWID_SAM,2024/5/18,337133760
South America,OWID_SAM,2024/5/19,337133760
